Id,Predicted
25001,0.03377863419347311
25002,0.06054814261619838
25003,0.37644747791585703
25004,0.02734580285465574
25005,0.09688020060613738
25006,0.9357908642148398
25007,0.04266350386804293
25008,0.938331138617114
25009,0.034618418622094735
25010,0.40239212185661655
25011,0.3417810180955829
25012,0.08949149067595939
25013,0.014349374284096767
25014,0.1165610492975476
25015,0.1274266746125686
25016,0.12528827907659795
25017,0.3600891628920709
25018,0.034795563917372936
25019,0.22168433743816648
25020,0.09001403307437923
25021,0.04952553249014625
25022,0.01530001287537089
25023,0.046431428091378533
25024,0.1353565797831513
25025,0.161221223356418
25026,0.3322125519582213
25027,0.033665364810748596
25028,0.12402822588075738
25029,0.12073063268150727
25030,0.21174020548515593
25031,0.10706852740621617
25032,0.09830368898214112
25033,0.06276708070311257
25034,0.29943714684920414
25035,0.8143839880530962
25036,0.312959497192524
25037,0.7424936561273267
25038,0.10467080383714772
25039,0.24147381801445947
25040,0.18585580598493462
25041,0.9303886082304231
25042,0.08839433160844055
25043,0.045133867577747434
25044,0.7252498653661799
25045,0.047815894370151234
25046,0.06508634755290678
25047,0.0774118499424364
25048,0.1937285191755227
25049,0.01341606433134317
25050,0.1954291577571862
25051,0.04651674760330292
25052,0.08409288410195433
25053,0.11226904973623505
25054,0.6661456032236656
25055,0.024449458771113933
25056,0.26457886331418756
25057,0.0707570660306056
25058,0.9494520877850684
25059,0.010935996892298384
25060,0.17585553767468723
25061,0.7824382189148988
25062,0.05409440489028151
25063,0.030660136149773844
25064,0.09306047591488387
25065,0.11245816422344217
25066,0.19338470165656715
25067,0.20564265577436772
25068,0.023421396298898764
25069,0.08549362680822872
25070,0.05362588323961278
25071,0.05855864219488391
25072,0.04587440505377021
25073,0.2795097472816085
25074,0.3591494725397633
25075,0.04276690705353503
25076,0.9379735405617639
25077,0.11657914435925967
25078,0.09934196618262081
25079,0.0934170162108296
25080,0.6748194594235037
25081,0.14635921561892332
25082,0.0582437040107838
25083,0.8857543523558256
25084,0.9640935620445955
25085,0.04871629124427725
25086,0.18531098759368259
25087,0.012230747084763852
25088,0.06935086751345623
25089,0.4123162706375728
25090,0.07565657357505073
25091,0.06949337070066995
25092,0.07876374481209732
25093,0.741661617096787
25094,0.17656729631149679
25095,0.11022485046704784
25096,0.03363147012167187
25097,0.7672746919367822
25098,0.11743105723164468
25099,0.19509962355436128
25100,0.4570238668548295
25101,0.13482991719342743
25102,0.14895257141643664
25103,0.09242309275759839
25104,0.13612248334115382
25105,0.0874091659085309
25106,0.04864264432273176
25107,0.1046888705331682
25108,0.30987874753648326
25109,0.021272279951210747
25110,0.033590080346026854
25111,0.08925666485823883
25112,0.03641708233950095
25113,0.05810988487876547
25114,0.22928185950562174
25115,0.07961567729166845
25116,0.04622928547991677
25117,0.059198616998274944
25118,0.18210649012465108
25119,0.07633147051575702
25120,0.020277197534886507
25121,0.8875600780900671
25122,0.06475593451885224
25123,0.08961878368644692
25124,0.18393466957890992
25125,0.09546142054539478
25126,0.19364364147188579
25127,0.17695844890459786
25128,0.058460948333511786
25129,0.01620307273764561
25130,0.09506499908958534
25131,0.06096092164965621
25132,0.27272099319791454
25133,0.11466525107485662
25134,0.034951049935794294
25135,0.10023575985369208
25136,0.05914355393805204
25137,0.6677163204283166
25138,0.1331700696996623
25139,0.01914869915886704
25140,0.14497301104395155
25141,0.02842354050021909
25142,0.049345541144223855
25143,0.7499883270098103
25144,0.13204566583348926
25145,0.7920681157859697
25146,0.06277450066350021
25147,0.09339071299217032
25148,0.041883561524230804
25149,0.273961387588033
25150,0.11148916336274682
25151,0.025419181132299257
25152,0.02318311810891441
25153,0.7071355447936145
25154,0.10748243535376935
25155,0.08272107930720325
25156,0.5814944210615013
25157,0.02556736877867152
25158,0.6756796319542054
25159,0.8787602674961089
25160,0.15749307935500667
25161,0.3487245428009662
25162,0.9909551739692688
25163,0.1369998083507146
25164,0.2648252444931316
25165,0.04490896163656526
25166,0.0939230129002866
25167,0.1007211862878355
25168,0.16310311387062962
25169,0.11707492557510905
25170,0.12118664154304036
25171,0.9352413106066239
25172,0.007647798815881188
25173,0.6587052836902624
25174,0.04665624362075984
25175,0.01855302373567371
25176,0.05562264505773955
25177,0.05375157857107849
25178,0.05465675887088627
25179,0.06135896238675613
25180,0.9341712880225235
25181,0.13709294193843857
25182,0.6460558430168115
25183,0.03595401889419417
25184,0.34454335939529596
25185,0.9618393089684488
25186,0.17973905267812285
25187,0.01444938561738524
25188,0.9036671055064481
25189,0.013910021122910902
25190,0.03829240474793846
25191,0.10538254950529514
25192,0.47517448928996253
25193,0.13566964169267148
25194,0.22515047883339465
25195,0.519488234892076
25196,0.061514514819234305
25197,0.06322272200271295
25198,0.11306395428554898
25199,0.14348500026926658
25200,0.6737496191868042
25201,0.9832683797843554
25202,0.08321266645852379
25203,0.06039292756482828
25204,0.0986327370420937
25205,0.09403931693899363
25206,0.24575693973829751
25207,0.05580128686018096
25208,0.23006308199310682
25209,0.08801829883885949
25210,0.05151870901674457
25211,0.2091719937932965
25212,0.37241734839199825
25213,0.05902701628291693
25214,0.07469044829415741
25215,0.1836678334930061
25216,0.08507647369030691
25217,0.060448070269648206
25218,0.6960273798625114
25219,0.048515149462176554
25220,0.01758895578276604
25221,0.048698873172720834
25222,0.2549040154953028
25223,0.08097128369748688
25224,0.13947304896316418
25225,0.04880859756982097
25226,0.9832269549369812
25227,0.8049027967453003
25228,0.1675497022644983
25229,0.7782622424750159
25230,0.17601317531163088
25231,0.04404680210307818
25232,0.24954194119678794
25233,0.12286149705105415
25234,0.572027342131554
25235,0.14595025987192525
25236,0.8588173815418308
25237,0.1522619716530883
25238,0.7154663597037411
25239,0.013884666394694448
25240,0.9877238273620605
25241,0.3208596100801731
25242,0.5166769218673705
25243,0.13683049996153113
25244,0.09969137917534013
25245,0.008911248757841628
25246,0.15710662009228166
25247,0.6985049547375615
25248,0.1393112357893533
25249,0.027915542236802426
25250,0.18927591380919243
25251,0.20943105049348695
25252,0.10020751142510141
25253,0.09253862590040901
25254,0.19135795127545444
25255,0.08654176222783336
25256,0.10004210385762065
