Id,Predicted
25001,0.1936655804817801
25002,0.2461038413763825
25003,0.6152568772303774
25004,0.16547711759179956
25005,0.31125641712790597
25006,0.9674412601396263
25007,0.20667828544310768
25008,0.9687385751573663
25009,0.18606336384983024
25010,0.6397285320050234
25011,0.5846546100085032
25012,0.2991632074574856
25013,0.12294226710006609
25014,0.3464275254812913
25015,0.35862981802106275
25016,0.36128067310069073
25017,0.6122203076756281
25018,0.1931950055938828
25019,0.4711371043955294
25020,0.3002777091981882
25021,0.22340913204304708
25022,0.1247796697270143
25023,0.22322445431759425
25024,0.36843140655318707
25025,0.4041564316598001
25026,0.5794769719628672
25027,0.18359334827862073
25028,0.35241408192608015
25029,0.35448340628836394
25030,0.4602720710387411
25031,0.32892143968059695
25032,0.3136088783900174
25033,0.2547039951301438
25034,0.547352340158492
25035,0.9040941548359067
25036,0.5659945377184556
25037,0.8631781938971059
25038,0.32584136428512567
25039,0.49183823971776774
25040,0.4314413143809198
25041,0.9645665523396809
25042,0.3029026960897526
25043,0.21390373660502826
25044,0.8516408229945939
25045,0.2288979621046619
25046,0.2561150942706759
25047,0.2782393019533127
25048,0.44077369623608625
25049,0.135015500124194
25050,0.4433574965471375
25051,0.21991348880951567
25052,0.2904911070486452
25053,0.3360709457648968
25054,0.8162031758303865
25055,0.16616360259693685
25056,0.5144877401002911
25057,0.2722767172086584
25058,0.9745187999574763
25059,0.10751276707577556
25060,0.43014557948589927
25061,0.884692700088691
25062,0.23258214107985548
25063,0.17610240488303333
25064,0.30676027419191687
25065,0.33582542183422
25066,0.440240732677884
25067,0.4541487607238781
25068,0.15752691883577852
25069,0.2946517561802029
25070,0.2441175572283295
25071,0.24250921358560978
25072,0.21848466121050475
25073,0.5335046749653038
25074,0.6023203739409283
25075,0.20680273202149718
25076,0.9689594440954757
25077,0.34158943064290814
25078,0.31554835950833154
25079,0.31165088145575404
25080,0.8216344183792583
25081,0.3855190977498939
25082,0.24337605604797358
25083,0.9412693050812031
25084,0.9819146634904963
25085,0.2208904864591293
25086,0.4317559052162454
25087,0.13201778552076188
25088,0.2635378811024476
25089,0.648058468778391
25090,0.27713141777706146
25091,0.2908962822901191
25092,0.2834730723811054
25093,0.862355518110256
25094,0.4202105441265892
25095,0.3461932000412391
25096,0.19917122453598088
25097,0.8761433934331129
25098,0.3430129066129618
25099,0.4421742192496303
25100,0.6814079249972707
25101,0.38358126941012627
25102,0.38630846156057597
25103,0.3137252326792718
25104,0.3689544862504254
25105,0.29932114848082103
25106,0.23277304253786016
25107,0.32475019276216294
25108,0.5704069690115652
25109,0.14930963645307854
25110,0.18331513157213983
25111,0.3030248290811879
25112,0.1935295064977729
25113,0.24933624106291505
25114,0.48269298178899006
25115,0.28416299576865434
25116,0.21501066264221502
25117,0.24458703266810486
25118,0.42681342514332266
25119,0.27634920688577447
25120,0.15624165496054623
25121,0.9421075193855644
25122,0.25644211094447117
25123,0.30042935305282403
25124,0.44452341043961885
25125,0.3118345933236384
25126,0.4401031459453029
25127,0.42419171700740044
25128,0.24263547908572647
25129,0.1298458018885107
25130,0.3167533169595024
25131,0.24825273533939995
25132,0.5251711146493875
25133,0.3453624677616616
25134,0.19020471409125184
25135,0.3182440538043626
25136,0.24840006575817866
25137,0.8226033849532084
25138,0.36599125094528073
25139,0.15354541539261066
25140,0.3832092956592814
25141,0.1829999976704669
25142,0.22301475696943585
25143,0.8660487201478746
25144,0.36536317792783546
25145,0.8900737922773472
25146,0.2516672931433709
25147,0.3060224023203017
25148,0.21380742239763473
25149,0.529461482093439
25150,0.33414884284076163
25151,0.16097337149290675
25152,0.1718681029274654
25153,0.8416919317092331
25154,0.32794872978215517
25155,0.29500210375269376
25156,0.7627080774485027
25157,0.1610689901345152
25158,0.8295779927296227
25159,0.937425674200058
25160,0.40215517503002063
25161,0.5914667417374679
25162,0.9954775869846344
25163,0.37304585401430657
25164,0.5215655875989356
25165,0.21823497714527856
25166,0.31024647056352544
25167,0.31816815511025925
25168,0.4038717379662268
25169,0.3455781073773196
25170,0.34812916413753053
25171,0.9675880362025427
25172,0.09397710421587978
25173,0.8158642550663968
25174,0.22476269838041493
25175,0.1445034787175026
25176,0.23686454228641007
25177,0.23222649273426477
25178,0.2346206467100843
25179,0.2508023765655609
25180,0.9665518906315922
25181,0.37054386796989636
25182,0.8060450785022412
25183,0.19351723413247016
25184,0.5874435161908917
25185,0.9808798970027832
25186,0.4239593431650352
25187,0.13253645611139364
25188,0.9512868847566492
25189,0.11794742236664729
25190,0.19619991938295986
25191,0.329659827823655
25192,0.7014825602873745
25193,0.3713928923465753
25194,0.4763999560200123
25195,0.722712706801641
25196,0.2503332311800121
25197,0.25267339531654026
25198,0.33626638599893827
25199,0.37973823161840503
25200,0.8208226082560077
25201,0.9916292824944615
25202,0.29023226607006825
25203,0.25148552450550676
25204,0.3148781443985982
25205,0.3182535273198416
25206,0.501798456094254
25207,0.2688705595090155
25208,0.4796784906848993
25209,0.2969047368474624
25210,0.23567649506532318
25211,0.4637713486248351
25212,0.611721752314142
25213,0.24535686426512215
25214,0.2760421892052053
25215,0.42949503028788943
25216,0.2926997311307984
25217,0.2466929815243033
25218,0.8344198839638115
25219,0.22162945681683782
25220,0.1336873874314728
25221,0.2215380238555375
25222,0.5136069298435967
25223,0.29724642423212677
25224,0.3782632775245959
25225,0.2270468179284862
25226,0.9916134774684906
25227,0.8971795272827148
25228,0.42375198996435604
25229,0.8823559435963089
25230,0.42607132596059594
25231,0.21365505224216572
25232,0.4996935017423716
25233,0.35144296722401336
25234,0.7586544136479185
25235,0.3822991259115244
25236,0.9268084404320965
25237,0.39025990393725013
25238,0.8474958029495592
25239,0.12317282925693968
25240,0.9938619136810303
25241,0.568025544939995
25242,0.7192863457556508
25243,0.3699072917058508
25244,0.3187658796620965
25245,0.09482511344009406
25246,0.39685115749774724
25247,0.8358677356253419
25248,0.37331246609940155
25249,0.17378359099763024
25250,0.43577328244712915
