Id,Predicted
25001,0.13014518317273166
25002,0.17540171342267433
25003,0.7203747421552685
25004,0.11115296966218431
25005,0.2084585392564526
25006,0.9782652243928508
25007,0.13789332794587947
25008,0.979109395979005
25009,0.13839431483594103
25010,0.49189189149173823
25011,0.712584712886401
25012,0.21747517134952268
25013,0.08225415216146283
25014,0.24266603332399497
25015,0.2397017080847125
25016,0.24164469841470373
25017,0.7200313584448147
25018,0.1298070484194264
25019,0.5607643456887544
25020,0.20868167665708226
25021,0.1508386398574306
25022,0.08518519978132076
25023,0.41320946486687804
25024,0.4935351635163097
25025,0.28883520986818245
25026,0.6624358223389551
25027,0.12331931299533767
25028,0.5074984260369507
25029,0.23744040470685712
25030,0.33223987634741986
25031,0.22159606333926007
25032,0.22782133710545452
25033,0.17754707046417986
25034,0.6768962865627987
25035,0.9335457657390079
25036,0.6830248875150433
25037,0.9085232013157251
25038,0.5383204775851863
25039,0.486828181320717
25040,0.521931063663139
25041,0.9763133087877728
25042,0.20228720387148025
25043,0.14272085487310085
25044,0.89781478224372
25045,0.16218957671823395
25046,0.4339497971133796
25047,0.20795391311860612
25048,0.6130114371540364
25049,0.10076185954535975
25050,0.31186997267511113
25051,0.14903052278504592
25052,0.1968678504988727
25053,0.5547500631149357
25054,0.8158391650054014
25055,0.1110598444458288
25056,0.3994610929845914
25057,0.46098767319143175
25058,0.9829875815183534
25059,0.07192168269036514
25060,0.3774962828290174
25061,0.9228593550320158
25062,0.15562430272493838
25063,0.12575889574271362
25064,0.21798635213834805
25065,0.22415151627995414
25066,0.31031298995105216
25067,0.49177166274979456
25068,0.10514748281623204
25069,0.20102126261853978
25070,0.182564653323442
25071,0.16231868616597087
25072,0.15246266507501666
25073,0.44220643701104595
25074,0.73429337358418
25075,0.14170719568840948
25076,0.9792669358487114
25077,0.2708916350363776
25078,0.2123192737161017
25079,0.21543565964006547
25080,0.8800682769936158
25081,0.28582291799394494
25082,0.17768036078960395
25083,0.9606822587395113
25084,0.9878936066781329
25085,0.1526631556078927
25086,0.4275944087655565
25087,0.08833709500869684
25088,0.17642882227997805
25089,0.7114089720651728
25090,0.2528961409343268
25091,0.2043892353784048
25092,0.19536883545064918
25093,0.9043343175469514
25094,0.2842178975351543
25095,0.2418483868475312
25096,0.19229496287142397
25097,0.9173675859776805
25098,0.3215093780439367
25099,0.5664418417021254
25100,0.7317247698575282
25101,0.27117139259428774
25102,0.3074904130552267
25103,0.22669231117507735
25104,0.31873090428079026
25105,0.31196333137532317
25106,0.15815465699366812
25107,0.22415371903766979
25108,0.5084751230655357
25109,0.10018056643419125
25110,0.12761127591707536
25111,0.20235712592490965
25112,0.12933016595333807
25113,0.1744799835162195
25114,0.3743540830186379
25115,0.19308241602188592
25116,0.14353875435954064
25117,0.16476553386120626
25118,0.4734569036158766
25119,0.22880606839893536
25120,0.10448784503671077
25121,0.9612247592700611
